id,name,postId,artistId,totalChap,totalView,hashTags,originalPath,thumbnail,description,categoryIds,createdAt
nico_pun_nise_1,Koi no Chitsujo [JP],nico_pun_nise,nico_pun_nise,1,1,hentaifox,,https://m6.hentairox.com/021/gvqyetbnj3/1.jpg,,"site,hentaifox",2020/01/27
nico_pun_nise_2,SSR Secret Sex Room [JP],nico_pun_nise,nico_pun_nise,1,1,hentaifox,,https://m4.hentairox.com/015/h8pqres35o/thumb.jpg,,"site,hentaifox",2020/01/28
nico_pun_nise_3,Chou Saisentan Kanojo [JP],nico_pun_nise,nico_pun_nise,1,1,hentaifox,,https://m2.hentairox.com/008/dhaxlt2cfv/thumb.jpg,,"site,hentaifox",2020/01/29
nico_pun_nise_4,Nenchaku Taishitsu,nico_pun_nise,nico_pun_nise,1,1,hentaifox,,https://i2.hentaifox.com/001/157757/cover.jpg,,"site,hentaifox",2020/01/30
nico_pun_nise_5,Haramitai Kanojo | Fruitful Body,nico_pun_nise,nico_pun_nise,1,1,hentaifox,,https://i.hentaifox.com/004/2236158/cover.jpg,,"site,hentaifox",2020/01/31
