id,name,pComicId,totalPage,totalView,thumbnail,createdAt
nico_pun_nise_1,One Shot,nico_pun_nise_1,203,1,https://m6.hentairox.com/021/gvqyetbnj3/1.jpg,2020-01-01
nico_pun_nise_2,One Shot,nico_pun_nise_2,190,1,https://m4.hentairox.com/015/h8pqres35o/thumb.jpg,2020-01-01
nico_pun_nise_3,One Shot,nico_pun_nise_3,232,1,https://m2.hentairox.com/008/dhaxlt2cfv/thumb.jpg,2020-01-01
nico_pun_nise_4,One Shot,nico_pun_nise_4,213,1,https://i2.hentaifox.com/001/157757/cover.jpg,2020-01-01
nico_pun_nise_5,One Shot,nico_pun_nise_5,202,1,https://i.hentaifox.com/004/2236158/cover.jpg,2020-01-01
