id,mame,postId,totalView,hashTags,script,thumbnail,description,categoryIds
1,,photo,1,"beautiful,original",https://www.pumpkin.care/wp-content/uploads/2021/03/Husky-Hero.jpg,,,photography
2,,photo,1,"beautiful,original",https://images.saymedia-content.com/.image/ar_1:1%2Cc_fill%2Ccs_srgb%2Cq_auto:eco%2Cw_1200/MTk2Njc0ODUxNzAyODQzMTk4/colors-of-siberian-huskies.png,,,photography
3,,photo,1,"beautiful,original",https://www.insidedogsworld.com/wp-content/uploads/2016/12/husky10.jpg,,,photography
4,,photo,1,"beautiful,original",https://www.telegraph.co.uk/content/dam/world-news/2023/04/28/TELEMMGLPICT000333567568_trans_NvBQzQNjv4BqdqPzocoiJ9biB_7VitLjNvIP-Rm-MIVGBcVqvYyCxyA.jpeg,,,photography
5,,photo,1,"beautiful,original",https://media.npr.org/assets/img/2021/08/11/gettyimages-1279899488_wide-f3860ceb0ef19643c335cb34df3fa1de166e2761-s1100-c50.jpg,,,photography
