id,name,postId,artistId,totalChap,totalView,hashTags,originalPath,thumbnail,description,categoryIds,createdAt
utu_1,Kuchidoke Peace! - Melt in the mouth bliss,hentaifox,utu,1,1,hentaifox,,https://m5.hentairox.com/019/134rbfihyq/thumb.jpg,,"site,hentaifox",2020/02/21
utu_2,Hanjuku Cherry,utu,utu,1,1,hentaifox,,https://m3.hentairox.com/012/lamy8p4fzv/thumb.jpg,,"site,hentaifox",2020/02/22
utu_3,Iro ha nioedo - A beautiful flower blooms,utu,utu,1,1,hentaifox,,https://m7.hentairox.com/022/i8oxsjp9wf/thumb.jpg,,"site,hentaifox",2020/02/23
utu_4,Tsumi Tsukuri na H,utu,utu,1,1,hentaifox,,https://m6.hentairox.com/022/owg9d4sfx8/cover.jpg,,"site,hentaifox",2020/02/24
