id,name,pComicId,totalPage,totalView,thumbnail,createdAt
utu_1,One Shot,utu_1,187,1,https://m5.hentairox.com/019/134rbfihyq/thumb.jpg,2020-01-01
utu_2,One Shot,utu_2,184,1,https://m3.hentairox.com/012/lamy8p4fzv/thumb.jpg,2020-01-01
utu_3,One Shot,utu_3,230,1,https://m7.hentairox.com/022/i8oxsjp9wf/thumb.jpg,2020-01-01
utu_4,One Shot,utu_4,167,1,https://m6.hentairox.com/022/owg9d4sfx8/cover.jpg,2020-01-01
