id,name,pComicId,totalPage,totalView,thumbnail,createdAt
yamatogawa_1,One Shot,yamatogawa_1,224,1,https://m7.hentairox.com/023/3rvldjq0na/cover.jpg,2020-01-01
yamatogawa_2,One Shot,yamatogawa_2,215,1,https://m6.hentairox.com/020/dpb67kmf4r/cover.jpg,2020-01-01
yamatogawa_3,One Shot,yamatogawa_3,212,1,https://m7.hentairox.com/023/9cf1xea3vk/cover.jpg,2020-01-01
yamatogawa_4,One Shot,yamatogawa_4,220,1,https://i2.hentaifox.com/001/341776/cover.jpg,2020-01-01
