id,name,pComicId,totalPage,totalView,thumbnail,createdAt
sanagi_torajirou_1,One Shot,sanagi_torajirou_1,202,1,https://m2.hentairox.com/009/kxydh5qjc3/cover.jpg,2020-01-01
sanagi_torajirou_2,One Shot,sanagi_torajirou_2,189,1,https://i.hentaifox.com/001/701941/cover.jpg,2020-01-01
