id,name,pComicId,totalPage,totalView,thumbnail,createdAt
nanase_mizuho_1,One Shot,nanase_mizuho_1,195,1,https://m6.hentairox.com/021/qfy7kb19d8/cover.jpg,2020-01-01
nanase_mizuho_2,One Shot,nanase_mizuho_2,203,1,https://m6.hentairox.com/021/lvx0dab8uc/cover.jpg,2020-01-01
