id,name,postId,artistId,totalChap,totalView,hashTags,originalPath,thumbnail,description,categoryIds,createdAt
linda_1,Bleach Dj- Orihime,linda,linda,1,1,hentaifox,,https://h10.hmangasearcher.com/manga/101/Bleach%20Dj%20-%20Orihime%20%28linda%20Project%29/1/1.jpg,,"site,hentaifox",2020/01/04
linda_2,Bleach Dj- Nanao,linda,linda,1,1,hentaifox,,https://h10.hmangasearcher.com/manga/101/Bleach%20Dj%20-%20Nanao%20%28linda%20Project%29/1/1.jpg,,"site,hentaifox",2020/01/05
linda_3,Bleach Dj- Rangiku,linda,linda,1,1,hentaifox,,https://h10.hmangasearcher.com/manga/101/Bleach%20Dj%20-%20Rangiku%20%28linda%20Project%29/1/1.jpg,,"site,hentaifox",2020/01/06
linda_4,My wife became a Cum Dump,linda,linda,1,1,hentaifox,,https://m6.hentairox.com/020/6t9zfyrnu1/cover.jpg,,"site,hentaifox",2020/01/07
linda_5,Love Sharing,linda,linda,1,1,linda,,https://i2.hentaifox.com/004/2495485/cover.jpg,,"site,hentaifox",2020/01/08
linda_6,Naruto,linda,linda,1,1,linda,,https://www.hentaicloud.com/media/photos/1121223.jpg,,"site,hentaifox",2020/01/09
