id,name,pComicId,totalPage,totalView,thumbnail,createdAt
linda_1,One Shot,linda_1,22,1,https://h10.hmangasearcher.com/manga/101/Bleach%20Dj%20-%20Orihime%20%28linda%20Project%29/1/1.jpg,2020-01-01
linda_2,One Shot,linda_2,20,1,https://h10.hmangasearcher.com/manga/101/Bleach%20Dj%20-%20Nanao%20%28linda%20Project%29/1/1.jpg,2020-01-01
linda_3,One Shot,linda_3,23,1,https://h10.hmangasearcher.com/manga/101/Bleach%20Dj%20-%20Rangiku%20%28linda%20Project%29/1/1.jpg,2020-01-01
linda_4,One Shot,linda_4,38,1,https://m6.hentairox.com/020/6t9zfyrnu1/cover.jpg,2020-01-01
linda_5,One Shot,linda_5,202,1,https://i2.hentaifox.com/004/2495485/cover.jpg,2020-01-01
linda_6,One Shot,linda_6,216,1,https://www.hentaicloud.com/media/photos/1121223.jpg,2020-01-01
