id,name,pComicId,totalPage,totalView,thumbnail,createdAt
sasamori_tomoe_1,One Shot,sasamori_tomoe_1,51,1,https://i2.hentaifox.com/004/2778519/cover.jpg,2020-01-01
sasamori_tomoe_2,One Shot,sasamori_tomoe_2,239,1,https://i.hentaifox.com/003/1637024/thumb.jpg,2020-01-01
sasamori_tomoe_3,One Shot,sasamori_tomoe_3,209,1,https://i.hentaifox.com/002/1187109/thumb.jpg,2020-01-01
sasamori_tomoe_4,One Shot,sasamori_tomoe_4,82,1,https://m2.hentairox.com/008/dpm6wr349h/cover.jpg,2020-01-01
