id,name,pComicId,totalPage,totalView,thumbnail,createdAt
takasugi_kou_1,One Shot,takasugi_kou_1,222,1,https://i.hentaifox.com/001/750511/cover.jpg,2020-01-01
takasugi_kou_2,One Shot,takasugi_kou_2,217,1,https://i.hentaifox.com/003/1792175/cover.jpg,2020-01-01
takasugi_kou_3,One Shot,takasugi_kou_3,201,1,https://i.hentaifox.com/002/885547/cover.jpg,2020-01-01
takasugi_kou_4,One Shot,takasugi_kou_4,209,1,https://m2.hentairox.com/008/l5soir4wd6/cover.jpg,2020-01-01
takasugi_kou_5,One Shot,takasugi_kou_5,207,1,https://i.hentaifox.com/001/568386/cover.jpg,2020-01-01
takasugi_kou_6,One Shot,takasugi_kou_6,196,1,https://i.hentaifox.com/002/980350/cover.jpg,2020-01-01
takasugi_kou_7,One Shot,takasugi_kou_7,190,1,https://i.hentaifox.com/001/421249/cover.jpg,2020-01-01
takasugi_kou_8,One Shot,takasugi_kou_8,205,1,https://i2.hentaifox.com/002/1227966/cover.jpg,2020-01-01
