id,name,pComicId,totalPage,totalView,thumbnail,createdAt
karube_guri_1,One Shot,karube_guri_1,186,1,https://m4.hentairox.com/014/1h4ute8yk3/cover.jpg,2020-01-01
karube_guri_2,One Shot,karube_guri_2,190,1,https://m3.hentairox.com/011/1gwzful37n/cover.jpg,2020-01-01
